id,first_name,last_name,position,team_id,team_abbreviation,team_city,height_feet,height_inches,weight_pounds
1690,Mouhamed,Sene,C,21,OKC,Oklahoma City,,,
1691,Mickael,Gelabale,,21,OKC,Oklahoma City,,,
1692,Adam,Morrison,,4,CHA,Charlotte,,,
1693,Walter,Herrmann,,4,CHA,Charlotte,,,
1694,Shelden,Williams,F,1,ATL,Atlanta,,,
1695,Solomon,Jones,,1,ATL,Atlanta,,,
1696,Cedric,Bozeman,,1,ATL,Atlanta,,,
1697,Rodney,Carney,,23,PHI,Philadelphia,,,
1698,Ivan,McFarlin,,23,PHI,Philadelphia,,,
1699,Jorge,Garbajosa,,28,TOR,Toronto,,,
1700,Andrea,Bargnani,,28,TOR,Toronto,,,
1701,Marcus,Williams,,3,BKN,Brooklyn,,,
1702,Hassan,Adams,,3,BKN,Brooklyn,,,
1703,Mile,Ilic,,3,BKN,Brooklyn,,,
1704,Yakhouba,Diawara,,8,DEN,Denver,,,
1705,Maurice,Ager,,7,DAL,Dallas,,,
1706,Pops,Mensah-Bonsu,,7,DAL,Dallas,,,
1707,Sergio,Rodriguez,,25,POR,Portland,,,
1708,Shannon,Brown,,6,CLE,Cleveland,,,
1709,Dee,Brown,,29,UTA,Utah,,,
1710,Andreas,Glyniadakis,,21,OKC,Oklahoma City,,,
1711,Bobby,Jones,,23,PHI,Philadelphia,,,
1712,Roger,Powell,,29,UTA,Utah,,,
1713,Tarence,Kinsey,,15,MEM,Memphis,,,
1714,Allan,Ray,,2,BOS,Boston,,,
1715,Quincy,Douby,,26,SAC,Sacramento,,,
1716,Daniel,Gibson,,6,CLE,Cleveland,,,
1717,Marcus,Vinicius,,19,NOP,New Orleans,,,
1718,Chris,McCray,,17,MIL,Milwaukee,,,
1719,Desmon,Farmer,,21,OKC,Oklahoma City,,,
1720,Steven,Smith,,23,PHI,Philadelphia,,,
1721,Lynn,Greer,,17,MIL,Milwaukee,,,
1722,Uros,Slokar,,28,TOR,Toronto,,,
1723,Josh,Boone,,3,BKN,Brooklyn,,,
1724,Will,Blalock,,9,DET,Detroit,,,
1725,James,White,,27,SAS,San Antonio,,,
1726,Andre,Brown,,21,OKC,Oklahoma City,,,
1727,Renaldo,Major,,10,GSW,Golden State,,,
1728,Shawne,Williams,,12,IND,Indiana,,,
1729,James,Augustine,,22,ORL,Orlando,,,
1730,Kelenna,Azubuike,,10,GSW,Golden State,,,
1731,Justin,Williams,,26,SAC,Sacramento,,,
1732,Ryan,Hollins,,4,CHA,Charlotte,,,
1733,Will,Conroy,,15,MEM,Memphis,,,
1734,Jeremy,Richardson,,1,ATL,Atlanta,,,
1735,Lou,Amundson,,29,UTA,Utah,,,
1736,Randolph,Morris,,20,NYK,New York,,,
1737,Mike,Hall,,30,WAS,Washington,,,
1738,Kevinn,Pinkney,,2,BOS,Boston,,,
1739,Luis,Scola,,11,HOU,Houston,,,
1740,Coby,Karl,,14,LAL,Los Angeles,,,
1741,Taurean,Green,,25,POR,Portland,,,
1742,Darius,Washington,,27,SAS,San Antonio,,,
1743,Aaron,Gray,,5,CHI,Chicago,,,
1744,Sean,Williams,,3,BKN,Brooklyn,,,
1745,Yi,Jianlian,F,17,MIL,Milwaukee,,,
1746,Nick,Young,,30,WAS,Washington,,,
1747,Dominic,McGuire,,30,WAS,Washington,,,
1748,Oleksiy,Pecherov,,30,WAS,Washington,,,
1749,Courtney,Sims,,12,IND,Indiana,,,
1750,Juan,Carlos Navarro,,15,MEM,Memphis,,,
1751,Nick,Fazekas,,7,DAL,Dallas,,,
1752,Darryl,Watkins,,26,SAC,Sacramento,,,
1753,Mustafa,Shakur,,26,SAC,Sacramento,,,
1754,Julian,Wright,,19,NOP,New Orleans,,,
1755,DJ,Strawberry,,24,PHX,Phoenix,,,
1756,Alando,Tucker,,24,PHX,Phoenix,,,
1757,Arron,Afflalo,G,9,DET,Detroit,,,
1758,Daequan,Cook,,16,MIA,Miami,,,
1759,Jermareo,Davidson,,4,CHA,Charlotte,,,
1760,Acie,Law,,1,ATL,Atlanta,,,
1761,Mario,West,,1,ATL,Atlanta,,,
1762,Javaris,Crittenton,,14,LAL,Los Angeles,,,
1763,Glen,Davis,,2,BOS,Boston,,,
1765,Chris,Richard,,18,MIN,Minnesota,,,
1766,Stephane,Lasme,,10,GSW,Golden State,,,
1767,Al,Thornton,,13,LAC,LA,,,
1768,Brandan,Wright,,10,GSW,Golden State,,,
1769,Jamario,Moon,,28,TOR,Toronto,,,
1770,Demetris,Nichols,,6,CLE,Cleveland,,,
1772,Morris,Almond,,29,UTA,Utah,,,
1773,Gabe,Pruitt,,2,BOS,Boston,,,
1774,Joel,Anthony,,16,MIA,Miami,,,
1775,Spencer,Hawes,,26,SAC,Sacramento,,,
1776,Brandon,Wallace,,2,BOS,Boston,,,
1777,Aaron,Brooks,,11,HOU,Houston,,,
1778,Cheikh,Samb,,9,DET,Detroit,,,
1779,Kosta,Perovic,,10,GSW,Golden State,,,
1780,Thomas,Gardner,,5,CHI,Chicago,,,
1781,Carl,Landry,,11,HOU,Houston,,,
1782,Josh,McRoberts,,25,POR,Portland,,,
1783,Kyrylo,Fesenko,,29,UTA,Utah,,,
1784,Rodney,Stuckey,,9,DET,Detroit,,,
1785,Marcus,Williams,,27,SAS,San Antonio,,,
1786,Keith,Langford,,27,SAS,San Antonio,,,
1787,Guillermo,Diaz,,13,LAC,LA,,,
1788,C.J.,Watson,,10,GSW,Golden State,,,
1789,Adam,Haluska,,19,NOP,New Orleans,,,
1790,JamesOn,Curry,,5,CHI,Chicago,,,
1791,Ramon,Sessions,,17,MIL,Milwaukee,,,
1792,Mike,Harris,,11,HOU,Houston,,,
1793,Lance,Allred,,6,CLE,Cleveland,,,
1794,Blake,Ahearn,,16,MIA,Miami,,,
1795,Kasib,Powell,,16,MIA,Miami,,,
1796,JJ,Hickson,,6,CLE,Cleveland,,,
1797,Joe,Alexander,,17,MIL,Milwaukee,,,
1798,Greg,Oden,C,25,POR,Portland,,,
1799,Rudy,Fernandez,,25,POR,Portland,,,
1800,Chris,Douglas-Roberts,,3,BKN,Brooklyn,,,
1802,Kyle,Weaver,,21,OKC,Oklahoma City,,,
1803,Brandon,Rush,,12,IND,Indiana,,,
1804,Roy,Hibbert,,12,IND,Indiana,,,
1805,DeMarcus,Nelson,G,10,GSW,Golden State,,,
1806,Anthony,Randolph,,10,GSW,Golden State,,,
1807,Sean,Singletary,,24,PHX,Phoenix,,,
1808,Jason,Thompson,,26,SAC,Sacramento,,,
1809,Bobby,Brown,,26,SAC,Sacramento,,,
1810,Mike,Taylor,,13,LAC,LA,,,
1811,O.J.,Mayo,G,15,MEM,Memphis,,,
1812,Darrell,Arthur,,15,MEM,Memphis,,,
1813,Hamed,Haddadi,,15,MEM,Memphis,,,
1814,Joey,Dorsey,,11,HOU,Houston,,,
1815,Roko,Ukic,,28,TOR,Toronto,,,
1816,Alexis,Ajinca,,4,CHA,Charlotte,,,
1817,Sonny,Weems,,8,DEN,Denver,,,
1818,Marreese,Speights,,23,PHI,Philadelphia,,,
1819,Donte,Greene,,26,SAC,Sacramento,,,
1820,Walter,Sharpe,,9,DET,Detroit,,,
1821,Rob,Kurz,,10,GSW,Golden State,,,
1822,Henry,Walker,,2,BOS,Boston,,,
1823,Anthony,Morrow,,10,GSW,Golden State,,,
1824,Othello,Hunter,,1,ATL,Atlanta,,,
1825,Steven,Hill,,21,OKC,Oklahoma City,,,
1826,Darnell,Jackson,,6,CLE,Cleveland,,,
1827,Sun,Sun,,14,LAL,Los Angeles,,,
1828,Jawad,Williams,,6,CLE,Cleveland,,,
1829,Nathan,Jawai,,28,TOR,Toronto,,,
1830,Cartier,Martin,,4,CHA,Charlotte,,,
1831,Malik,Hairston,,27,SAS,San Antonio,,,
1832,J.R.,Giddens,,2,BOS,Boston,,,
1833,Trey,Johnson,,6,CLE,Cleveland,,,
1834,Joe,Crawford,,20,NYK,New York,,,
1835,Dontell,Jefferson,,4,CHA,Charlotte,,,
1836,DJ,White,,21,OKC,Oklahoma City,,,
1837,Chris,Hunter,,20,NYK,New York,,,
1838,Rodrigue,Beaubois,,7,DAL,Dallas,,,
1839,David,Andersen,,11,HOU,Houston,,,
1840,Chase,Budinger,,11,HOU,Houston,,,
1841,Jermaine,Taylor,,11,HOU,Houston,,,
1842,Lester,Hudson,,2,BOS,Boston,,,
1843,DeJuan,Blair,,27,SAS,San Antonio,,,
1844,AJ,Price,,12,IND,Indiana,,,
1845,Gerald,Henderson,,4,CHA,Charlotte,,,
1846,Derrick,Brown,,4,CHA,Charlotte,,,
1847,Jon,Brockman,,26,SAC,Sacramento,,,
1848,Eric,Maynor,,29,UTA,Utah,,,
1849,Ty,Lawson,,8,DEN,Denver,,,
1850,Toney,Douglas,,20,NYK,New York,,,
1851,Jordan,Hill,,20,NYK,New York,,,
1852,Marcus,Landry,,20,NYK,New York,,,
1853,Austin,Daye,,9,DET,Detroit,,,
1854,Hasheem,Thabeet,,15,MEM,Memphis,,,
1855,Sam,Young,,15,MEM,Memphis,,,
1856,Trey,Gilder,,15,MEM,Memphis,,,
1857,Earl,Clark,,24,PHX,Phoenix,,,
1858,Terrence,Williams,,3,BKN,Brooklyn,,,
1859,Jonny,Flynn,G,18,MIN,Minnesota,,,
1860,Brandon,Jennings,G,17,MIL,Milwaukee,,,
1861,DaJuan,Summers,,9,DET,Detroit,,,
1862,Taylor,Griffin,,24,PHX,Phoenix,,,
1863,Tyler,Hansbrough,,12,IND,Indiana,,,
1864,Marcus,Thornton,,19,NOP,New Orleans,,,
1865,Jeff,Ayres,,25,POR,Portland,,,
1866,Byron,Mullens,,21,OKC,Oklahoma City,,,
1867,Sundiata,Gaines,,29,UTA,Utah,,,
1868,Cedric,Jackson,,6,CLE,Cleveland,,,
1869,Antonio,Anderson,,21,OKC,Oklahoma City,,,
1870,Reggie,Williams,,10,GSW,Golden State,,,
1871,Othyus,Jeffers,,29,UTA,Utah,,,
1872,Alonzo,Gee,,30,WAS,Washington,,,
1873,Oliver,Lafayette,,2,BOS,Boston,,,
1874,Kenny,Hasbrouck,,16,MIA,Miami,,,
1875,Derrick,Caracter,,14,LAL,Los Angeles,,,
1876,Devin,Ebanks,,14,LAL,Los Angeles,,,
1877,Garret,Siler,,24,PHX,Phoenix,,,
1878,Armon,Johnson,,25,POR,Portland,,,
1879,Luke,Babbitt,,25,POR,Portland,,,
1880,Semih,Erden,,2,BOS,Boston,,,
1881,Pooh,Jeter,,26,SAC,Sacramento,,,
1882,Nikola,Pekovic,,18,MIN,Minnesota,,,
1883,Lazar,Hayward,,18,MIN,Minnesota,,,
1884,Damion,James,,3,BKN,Brooklyn,,,
1885,Landry,Fields,G,20,NYK,New York,,,
1886,Andy,Rautins,,20,NYK,New York,,,
1887,Sherron,Collins,,4,CHA,Charlotte,,,
1888,Dominique,Jones,,7,DAL,Dallas,,,
1889,Jeff,Adrien,,10,GSW,Golden State,,,
1890,Jeremy,Evans,,29,UTA,Utah,,,
1891,Gary,Forbes,,8,DEN,Denver,,,
1892,Jordan,Crawford,,1,ATL,Atlanta,,,
1893,Xavier,Henry,,15,MEM,Memphis,,,
1894,Larry,Sanders,,17,MIL,Milwaukee,,,
1895,Omer,Asik,,5,CHI,Chicago,,,
1896,Cole,Aldrich,,21,OKC,Oklahoma City,,,
1897,James,Anderson,,27,SAS,San Antonio,,,
1898,Gary,Neal,,27,SAS,San Antonio,,,
1899,Manny,Harris,,6,CLE,Cleveland,,,
1900,Trevor,Booker,,30,WAS,Washington,,,
1901,Hamady,Ndiaye,,30,WAS,Washington,,,
1902,Samardo,Samuels,,6,CLE,Cleveland,,,
1903,Luke,Harangody,,2,BOS,Boston,,,
1904,Kevin,Seraphin,,30,WAS,Washington,,,
1905,Greivis,Vasquez,,15,MEM,Memphis,,,
1906,Tiago,Splitter,,27,SAS,San Antonio,,,
1907,Willie,Warren,,13,LAC,LA,,,
1908,Elliot,Williams,,25,POR,Portland,,,
1909,Solomon,Alabi,,28,TOR,Toronto,,,
1910,Craig,Brackins,,23,PHI,Philadelphia,,,
1911,Ben,Uzoh,,3,BKN,Brooklyn,,,
1912,Gani,Lawal,,24,PHX,Phoenix,,,
1913,Christian,Eyenga,,6,CLE,Cleveland,,,
1914,Zabian,Dowdell,,24,PHX,Phoenix,,,
1915,Larry,Owens,,27,SAS,San Antonio,,,
1916,Chris,Johnson,,25,POR,Portland,,,
1917,Pape,Sy,,1,ATL,Atlanta,,,
1918,Marcus,Cousin,,29,UTA,Utah,,,
1919,Jerel,McNeal,,19,NOP,New Orleans,,,
1920,Patrick,Ewing,,19,NOP,New Orleans,,,
1921,Dexter,Pittman,,16,MIA,Miami,,,
1922,Marqus,Blakely,,11,HOU,Houston,,,
1923,Justin,Harper,,22,ORL,Orlando,,,
1924,JaJuan,Johnson,,2,BOS,Boston,,,
1925,Greg,Stiemsma,,2,BOS,Boston,,,
1926,Josh,Harrellson,,20,NYK,New York,,,
1927,Jerome,Jordan,,20,NYK,New York,,,
1928,Travis,Leslie,,13,LAC,LA,,,
1929,Trey,Thompkins,,13,LAC,LA,,,
1930,Charles,Jenkins,,10,GSW,Golden State,,,
1931,Jeremy,Tyler,,10,GSW,Golden State,,,
1932,Andrew,Goudelock,,14,LAL,Los Angeles,,,
1933,Norris,Cole,,16,MIA,Miami,,,
1934,Terrel,Harris,,16,MIA,Miami,,,
1935,Mickell,Gladness,,16,MIA,Miami,,,
1937,Josh,Selby,,15,MEM,Memphis,,,
1939,Tyler,Honeycutt,,26,SAC,Sacramento,,,
1940,Vernon,Macklin,,9,DET,Detroit,,,
1941,Derrick,Williams,,18,MIN,Minnesota,,,
1942,Malcolm,Lee,,18,MIN,Minnesota,,,
1943,Nolan,Smith,,25,POR,Portland,,,
1944,Darington,Hobson,,17,MIL,Milwaukee,,,
1945,Cory,Higgins,,4,CHA,Charlotte,,,
1946,Dennis,Horner,,3,BKN,Brooklyn,,,
1947,Chris,Singleton,,30,WAS,Washington,,,
1948,Carldell,Johnson,,19,NOP,New Orleans,,,
1949,Ivan,Johnson,,1,ATL,Atlanta,,,
1950,Chris,Wright,,10,GSW,Golden State,,,
1951,Daniel,Orton,,22,ORL,Orlando,,,
1952,Gustavo,Ayon,,19,NOP,New Orleans,,,
1953,Jordan,Hamilton,,8,DEN,Denver,,,
1954,Jan,Vesely,,30,WAS,Washington,,,
1955,Julyan,Stone,,8,DEN,Denver,,,
1956,Jordan,Williams,,3,BKN,Brooklyn,,,
1957,Darius,Morris,,14,LAL,Los Angeles,,,
1958,Mychel,Thompson,,6,CLE,Cleveland,,,
1959,Lavoy,Allen,,23,PHI,Philadelphia,,,
1960,Donald,Sloan,,1,ATL,Atlanta,,,
1961,Malcolm,Thomas,,27,SAS,San Antonio,,,
1962,Courtney,Fortson,,13,LAC,LA,,,
1963,Ryan,Reid,,21,OKC,Oklahoma City,,,
1964,Greg,Smith,,11,HOU,Houston,,,
1965,Eric,Dawson,,27,SAS,San Antonio,,,
1966,DeAndre,Liggins,,22,ORL,Orlando,,,
1967,Walker,Russell,,9,DET,Detroit,,,
1968,Jeff,Foote,,19,NOP,New Orleans,,,
1969,Jerry,Smith,,3,BKN,Brooklyn,,,
1970,Edwin,Ubiles,,30,WAS,Washington,,,
1971,Justin,Dentmon,,27,SAS,San Antonio,,,
1972,Keith,Benson,,10,GSW,Golden State,,,
1973,Jerome,Dyson,,19,NOP,New Orleans,,,
1974,D.J.,Kennedy,,6,CLE,Cleveland,,,
1975,Derrick,Byars,,27,SAS,San Antonio,,,
1976,Xavier,Silas,,23,PHI,Philadelphia,,,
1977,Diamon,Simpson,,11,HOU,Houston,,,
1978,Jared,Sullinger,,2,BOS,Boston,,,
1979,Kris,Joseph,,2,BOS,Boston,,,
1981,Bernard,James,,7,DAL,Dallas,,,
1982,Robert,Sacre,,14,LAL,Los Angeles,,,
1984,Kevin,Murphy,,29,UTA,Utah,,,
1985,Victor,Claver,,25,POR,Portland,,,
1986,Joel,Freeland,,25,POR,Portland,,,
1987,Terrence,Jones,,11,HOU,Houston,,,
1989,Royce,White,,11,HOU,Houston,,,
1990,Kim,English,,9,DET,Detroit,,,
1991,Kyle,Singler,,9,DET,Detroit,,,
1992,Nando,De Colo,,27,SAS,San Antonio,,,
1993,Brian,Roberts,,19,NOP,New Orleans,,,
1994,Ben,Hansbrough,,12,IND,Indiana,,,
1995,Orlando,Johnson,,12,IND,Indiana,,,
1996,Thomas,Robinson,,26,SAC,Sacramento,,,
1997,Marquis,Teague,,5,CHI,Chicago,,,
1998,Festus,Ezeli,,10,GSW,Golden State,,,
1999,Kendall,Marshall,,24,PHX,Phoenix,,,
2000,Luke,Zeller,,24,PHX,Phoenix,,,
2001,Quincy,Miller,,8,DEN,Denver,,,
2002,Maalik,Wayns,,23,PHI,Philadelphia,,,
2003,Arnett,Moultrie,,23,PHI,Philadelphia,,,
2004,Tony,Wroten,,15,MEM,Memphis,,,
2005,Perry,Jones III,,21,OKC,Oklahoma City,,,
2006,Alexey,Shved,,18,MIN,Minnesota,,,
2008,Pablo,Prigioni,,20,NYK,New York,,,
2009,Chris,Copeland,,20,NYK,New York,,,
2010,Doron,Lamb,,17,MIL,Milwaukee,,,
2011,Jeffery,Taylor,,4,CHA,Charlotte,,,
2012,Andrew,Nicholson,,22,ORL,Orlando,,,
2013,Tornike,Shengelia,,3,BKN,Brooklyn,,,
2014,Tyshawn,Taylor,,3,BKN,Brooklyn,,,
2015,Mirza,Teletovic,,3,BKN,Brooklyn,,,
2016,Scott,Machado,,11,HOU,Houston,,,
2017,DeQuan,Jones,F,22,ORL,Orlando,,,
2018,Viacheslav,Kravtsov,,9,DET,Detroit,,,
2019,Diante,Garrett,,24,PHX,Phoenix,,,
2020,Quincy,Acy,,28,TOR,Toronto,,,
2021,Darius,Johnson-Odom,,14,LAL,Los Angeles,,,
2022,Kevin,Jones,,6,CLE,Cleveland,,,
2023,Jarvis,Varnado,,2,BOS,Boston,,,
2024,Chris,Johnson,,15,MEM,Memphis,,,
2025,Fab,Melo,,2,BOS,Boston,,,
2026,Tim,Ohlbrecht,,11,HOU,Houston,,,
2027,Henry,Sims,,19,NOP,New Orleans,,,
2028,Chris,Wright,,7,DAL,Dallas,,,
2029,Josh,Akognon,,7,DAL,Dallas,,,
2030,Ryan,Kelly,,14,LAL,Los Angeles,,,
2031,Erik,Murphy,,5,CHI,Chicago,,,
2032,Vitor,Faverani,C,2,BOS,Boston,,,
2033,Phil,Pressey,,2,BOS,Boston,,,
2034,Dwight,Buycks,,28,TOR,Toronto,,,
2035,Elias,Harris,,14,LAL,Los Angeles,,,
2036,Ognjen,Kuzmic,,10,GSW,Golden State,,,
2037,Nemanja,Nedovic,,10,GSW,Golden State,,,
2038,Glen,Rice,,30,WAS,Washington,,,
2039,Peyton,Siva,,9,DET,Detroit,,,
2040,Tony,Mitchell,,9,DET,Detroit,,,
2041,Gigi,Datome,,9,DET,Detroit,,,
2042,Arinze,Onuaku,,19,NOP,New Orleans,,,
2043,Jeff,Withey,,19,NOP,New Orleans,,,
2044,Nate,Wolters,,17,MIL,Milwaukee,,,
2045,Miroslav,Raduljica,,17,MIL,Milwaukee,,,
2046,Nick,Calathes,,15,MEM,Memphis,,,
2047,Jamaal,Franklin,,15,MEM,Memphis,,,
2049,Pero,Antic,,1,ATL,Atlanta,,,
2050,Gal,Mekel,,7,DAL,Dallas,,,
2051,Ricky,Ledo,,7,DAL,Dallas,,,
2052,Robbie,Hummel,,18,MIN,Minnesota,,,
2053,Shabazz,Muhammad,,18,MIN,Minnesota,,,
2054,Brandon,Davies,,23,PHI,Philadelphia,,,
2055,Hollis,Thompson,,23,PHI,Philadelphia,,,
2056,Archie,Goodwin,,24,PHX,Phoenix,,,
2057,Dionte,Christmas,,24,PHX,Phoenix,,,
2058,Toure',Murry,,20,NYK,New York,,,
2059,James,Southerland,,4,CHA,Charlotte,,,
2060,Sergey,Karasev,,6,CLE,Cleveland,,,
2061,Ray,McCallum,,26,SAC,Sacramento,,,
2062,Carrick,Felix,,6,CLE,Cleveland,,,
2063,Chris,Smith,,20,NYK,New York,,,
2064,Shane,Larkin,,7,DAL,Dallas,,,
2065,Vander,Blue,,2,BOS,Boston,,,
2066,Adonis,Thomas,,22,ORL,Orlando,,,
2067,Chris,Babb,,2,BOS,Boston,,,
2068,Tony,Mitchell,,17,MIL,Milwaukee,,,
2069,Justin,Hamilton,,4,CHA,Charlotte,,,
2070,Jorge,Gutierrez,,3,BKN,Brooklyn,,,
2071,Shane,Edwards,,6,CLE,Cleveland,,,
2072,Casper,Ware,,23,PHI,Philadelphia,,,
2074,Willie,Reed,,26,SAC,Sacramento,,,
2077,Kostas,Papanikolaou,,11,HOU,Houston,,,
2078,PJ,Hairston,,4,CHA,Charlotte,,,
2079,KJ,McDaniels,,23,PHI,Philadelphia,,,
2081,Damjan,Rudez,,12,IND,Indiana,,,
2082,Shayne,Whittington,,12,IND,Indiana,,,
2083,Cory,Jefferson,,3,BKN,Brooklyn,,,
2084,James,Young,,2,BOS,Boston,,,
2085,Lucas,Nogueira,,28,TOR,Toronto,,,
2086,Jordan,Adams,,15,MEM,Memphis,,,
2087,Jarnell,Stokes,,15,MEM,Memphis,,,
2088,Tyler,Ennis,,24,PHX,Phoenix,,,
2089,Cameron,Bairstow,,5,CHI,Chicago,,,
2090,Cleanthony,Early,,20,NYK,New York,,,
2091,Travis,Wear,,20,NYK,New York,,,
2073,Scotty,Hopson,,21,OKC,Oklahoma City,,,
2092,Alex,Kirk,,6,CLE,Cleveland,,,
2093,Zoran,Dragic,,24,PHX,Phoenix,,,
2094,Nick,Johnson,,11,HOU,Houston,,,
2095,Andre,Dawkins,,16,MIA,Miami,,,
2096,Russ,Smith,,19,NOP,New Orleans,,,
2097,Patric,Young,,19,NOP,New Orleans,,,
2098,Will,Cherry,,6,CLE,Cleveland,,,
2101,Erick,Green,,8,DEN,Denver,,,
2102,Adreian,Payne,,1,ATL,Atlanta,,,
2103,Drew,Gordon,,23,PHI,Philadelphia,,,
2104,Markel,Brown,,3,BKN,Brooklyn,,,
2108,Ronald,Roberts Jr.,,23,PHI,Philadelphia,,,
2109,Damien,Inglis,,17,MIL,Milwaukee,,,
2111,Mitch,McGary,,21,OKC,Oklahoma City,,,
2112,Furkan,Aldemir,,23,PHI,Philadelphia,,,
2113,Patrick,Christopher,,29,UTA,Utah,,,
2114,Elijah,Millsap,,29,UTA,Utah,,,
2115,Larry,Drew II,,23,PHI,Philadelphia,,,
2116,James,Michael McAdoo,,10,GSW,Golden State,,,
2118,Joffrey,Lauvergne,,8,DEN,Denver,,,
2119,Jack,Cooley,,29,UTA,Utah,,,
2120,Bryce,Cotton,,29,UTA,Utah,,,
2121,Jerrelle,Benimon,,29,UTA,Utah,,,
2122,Jarell,Eddie,,1,ATL,Atlanta,,,
2123,Jabari,Brown,,14,LAL,Los Angeles,,,
2124,Sean,Kilpatrick,,18,MIN,Minnesota,,,
2125,David,Wear,,26,SAC,Sacramento,,,
2126,Sim,Bhullar,,26,SAC,Sacramento,,,
2127,Darrun,Hilliard,,9,DET,Detroit,,,
2128,Lamar,Patterson,,1,ATL,Atlanta,,,
2129,Sasha,Kaun,,6,CLE,Cleveland,,,
2130,Tibor,Pleiss,,29,UTA,Utah,,,
2131,Rashad,Vaughn,,17,MIL,Milwaukee,,,
2132,Aaron,Harrison,,4,CHA,Charlotte,,,
2134,Luis,Montero,,25,POR,Portland,,,
2135,Marcelo,Huertas,,14,LAL,Los Angeles,,,
2136,Anthony,Brown,,14,LAL,Los Angeles,,,
2137,Jordan,Mickey,,2,BOS,Boston,,,
2138,Edy,Tavares,,1,ATL,Atlanta,,,
2140,Duje,Dukan,,26,SAC,Sacramento,,,
2141,Cliff,Alexander,,25,POR,Portland,,,
2142,Josh,Huestis,,21,OKC,Oklahoma City,,,
2143,Branden,Dawson,,13,LAC,LA,,,
2144,Rakeem,Christmas,,12,IND,Indiana,,,
2145,JJ,O'Brien,,29,UTA,Utah,,,
2146,Keith,Appling,,22,ORL,Orlando,,,
2147,Bryce,Dejean-Jones,,19,NOP,New Orleans,,,
2149,Chris,McCullough,,3,BKN,Brooklyn,,,
2150,Alex,Stepheson,,13,LAC,LA,,,
2107,Grant,Jerrett,,9,DET,Detroit,,,
2152,Briante,Weber,G,15,MEM,Memphis,,,
2153,Coty,Clarke,,2,BOS,Boston,,,
2154,Xavier,Munford,,15,MEM,Memphis,,,
2155,John,Holland,,2,BOS,Boston,,,
2156,Mindaugas,Kuzminskas,,20,NYK,New York,,,
2157,Nicolas,Laprovittola,,27,SAS,San Antonio,,,
2159,Joel,Bolomboy,,29,UTA,Utah,,,
2161,Kyle,Wiltjer,,11,HOU,Houston,,,
2163,Michael,Gbinije,,9,DET,Detroit,,,
2110,Johnny,O'Bryant III,,17,MIL,Milwaukee,,,
2165,Nicolas,Brussino,,7,DAL,Dallas,,,
2166,Paul,Zipser,,5,CHI,Chicago,,,
2167,Diamond,Stone,,13,LAC,LA,,,
2168,Daniel,Ochefu,,30,WAS,Washington,,,
2170,Malcolm,Delaney,,1,ATL,Atlanta,,,
2171,AJ,Hammons,,7,DAL,Dallas,,,
2172,Kay,Felder,,6,CLE,Cleveland,,,
2173,Stephen,Zimmerman,,22,ORL,Orlando,,,
2174,Maurice,Ndour,,20,NYK,New York,,,
2176,Georgios,Papagiannis,,26,SAC,Sacramento,,,
2177,Tim,Quarterman,,25,POR,Portland,,,
2179,Marshall,Plumlee,,20,NYK,New York,,,
2180,Chinanu,Onuaku,,11,HOU,Houston,,,
2181,Pierre,Jackson,,7,DAL,Dallas,,,
2182,Okaro,White,,16,MIA,Miami,,,
2183,Mike,Tobey,,4,CHA,Charlotte,,,
2184,Marcus,Georges-Hunt,,16,MIA,Miami,,,
2185,Brice,Johnson,,13,LAC,LA,,,
2186,Ben,Bentil,,7,DAL,Dallas,,,
2187,Shawn,Long,,23,PHI,Philadelphia,,,
2191,Patricio,Garino,,22,ORL,Orlando,,,
2192,Charles,Cooke,,19,NOP,New Orleans,,,
2193,Jalen,Jones,,19,NOP,New Orleans,,,
2195,Alec,Peters,,24,PHX,Phoenix,,,
2197,Matt,Williams Jr.,,16,MIA,Miami,,,
2169,Sheldon,Mac,,6,CLE,Cleveland,,,
2198,Brandon,Paul,,27,SAS,San Antonio,,,
2199,Dakari,Johnson,,21,OKC,Oklahoma City,,,
2200,Mike,Young,,30,WAS,Washington,,,
2201,Gian,Clavell,,7,DAL,Dallas,,,
2196,Mike,James,,3,BKN,Brooklyn,,,
24102396,Trevon,Scott,F,6,CLE,Cleveland,,,
2203,Mangok,Mathiang,,4,CHA,Charlotte,,,
2204,Marcus,Paige,,4,CHA,Charlotte,,,
2206,Matt,Costello,,27,SAS,San Antonio,,,
2207,Jacob,Wiley,,3,BKN,Brooklyn,,,
2209,Vincent,Hunter,,15,MEM,Memphis,,,
2210,Jamil,Wilson,,13,LAC,LA,,,
2212,Jacob,Pullen,,23,PHI,Philadelphia,,,
2214,Yakuba,Ouattara,,3,BKN,Brooklyn,,,
2217,Jamel,Artis,,22,ORL,Orlando,,,
2218,Kyle,Collinsworth,,7,DAL,Dallas,,,
2220,Reggie,Hearn,,9,DET,Detroit,,,
2221,Nigel,Hayes,,14,LAL,Los Angeles,,,
2224,James,Webb III,,3,BKN,Brooklyn,,,
2227,Andrew,White III,,1,ATL,Atlanta,,,
2228,Trey,McKinney-Jones,,12,IND,Indiana,,,
2230,Xavier,Rathan-Mayes,,15,MEM,Memphis,,,
2231,Rodney,Purvis,,22,ORL,Orlando,,,
2232,Jameel,Warney,,7,DAL,Dallas,,,
2233,Omari,Johnson,,15,MEM,Memphis,,,
2234,Andre,Ingram,,14,LAL,Los Angeles,,,
